100;0
600;0,002
1100;0,004
1600;0,007
2100;0,013
2600;0,019
3100;0,031
3600;0,049
4100;0,063
4600;0,096
5100;0,098
5600;0,116
6008;0,14
6008;0,142
6008;0,136
6008;0,14
6008;0,131
6008;0,135
6008;0,124
6008;0,121
