12;0,011
90;0,033
189;0,483
189;0,468
189;0,456
189;0,427
189;0,451
189;0,451
189;0,446
192;0,469
202;0,557
212;0,731
226;0,895
234;1,123
244;1,299
248;1,195
260;1,528
265;1,515
268;1,617
278;1,842
299;2,246
301;2,38
310;2,696
347;3,706
389;4,975
408;5,88
418;6,938
442;7,815
453;9,081
568;23,485
694;67,295
695;63,12
708;51,721
776;66,118
842;76,085
948;82,696
954;80,378
954;80,198
954;78,253
954;81,105
954;78,017
954;80,79
